PassengerId,Pclass,Survived,rango_edad
602,3,0,Adulto_Joven
603,1,0,Adulto_Joven
604,3,0,Adulto
605,1,1,Adulto_Joven
606,3,0,Adulto_Joven
607,3,0,Adulto_Joven
608,1,1,Adulto_Joven
609,2,1,Adulto_Joven
610,1,1,Adulto
611,3,0,Adulto_Joven
612,3,0,Adulto_Joven
613,3,1,Adulto_Joven
614,3,0,Adulto_Joven
615,3,0,Adulto_Joven
616,2,1,Adulto_Joven
617,3,0,Adulto_Joven
618,3,0,Adulto_Joven
619,2,1,Infante
620,2,0,Adulto_Joven
621,3,0,Adulto_Joven
622,1,1,Adulto
623,3,1,Adulto_Joven
624,3,0,Adulto_Joven
625,3,0,Adulto_Joven
626,1,0,Senior
627,2,0,Adulto
628,1,1,Adulto_Joven
629,3,0,Adulto_Joven
630,3,0,Adulto_Joven
631,1,1,Senior
632,3,0,Adulto
633,1,1,Adulto_Joven
634,1,0,Adulto_Joven
635,3,0,Infante
636,2,1,Adulto_Joven
637,3,0,Adulto_Joven
638,2,0,Adulto_Joven
639,3,0,Adulto
640,3,0,Adulto_Joven
641,3,0,Adulto_Joven
642,1,1,Adulto_Joven
643,3,0,Infante
644,3,1,Adulto_Joven
645,3,1,Infante
646,1,1,Adulto
647,3,0,Adolescente
648,1,1,Adulto
649,3,0,Adulto_Joven
650,3,1,Adulto_Joven
651,3,0,Adulto_Joven
652,2,1,Adolescente
653,3,0,Adulto_Joven
654,3,1,Adulto_Joven
655,3,0,Adolescente
656,2,0,Adulto_Joven
657,3,0,Adulto_Joven
658,3,0,Adulto_Joven
659,2,0,Adulto_Joven
660,1,0,Adulto
661,1,1,Adulto
662,3,0,Adulto
663,1,0,Adulto
664,3,0,Adulto_Joven
665,3,1,Adulto_Joven
666,2,0,Adulto_Joven
667,2,0,Adulto_Joven
668,3,0,Adulto_Joven
669,3,0,Adulto
670,1,1,Adulto_Joven
671,2,1,Adulto
672,1,0,Adulto_Joven
673,2,0,Senior
674,2,1,Adulto_Joven
675,2,0,Adulto_Joven
676,3,0,Adolescente
677,3,0,Adulto_Joven
678,3,1,Adolescente
679,3,0,Adulto
680,1,1,Adulto_Joven
681,3,0,Adulto_Joven
682,1,1,Adulto_Joven
683,3,0,Adulto_Joven
684,3,0,Adolescente
685,2,0,Senior
686,2,0,Adulto_Joven
687,3,0,Adolescente
688,3,0,Adolescente
689,3,0,Adolescente
690,1,1,Adolescente
691,1,1,Adulto_Joven
692,3,1,Infante
693,3,1,Adulto_Joven
694,3,0,Adulto_Joven
695,1,0,Senior
696,2,0,Adulto
697,3,0,Adulto
698,3,1,Adulto_Joven
699,1,0,Adulto
700,3,0,Adulto
701,1,1,Adolescente
702,1,1,Adulto_Joven
703,3,0,Adolescente
704,3,0,Adulto_Joven
705,3,0,Adulto_Joven
706,2,0,Adulto_Joven
707,2,1,Adulto
708,1,1,Adulto
709,1,1,Adulto_Joven
710,3,1,Adulto_Joven
711,1,1,Adulto_Joven
712,1,0,Adulto_Joven
713,1,1,Adulto
714,3,0,Adulto_Joven
715,2,0,Adulto
716,3,0,Adolescente
717,1,1,Adulto_Joven
718,2,1,Adulto_Joven
719,3,0,Adulto_Joven
720,3,0,Adulto_Joven
721,2,1,Infante
722,3,0,Adolescente
723,2,0,Adulto_Joven
724,2,0,Adulto
725,1,1,Adulto_Joven
726,3,0,Adulto_Joven
727,2,1,Adulto_Joven
728,3,1,Adulto_Joven
729,2,0,Adulto_Joven
730,3,0,Adulto_Joven
731,1,1,Adulto_Joven
732,3,0,Infante
733,2,0,Adulto_Joven
734,2,0,Adulto_Joven
735,2,0,Adulto_Joven
736,3,0,Adulto_Joven
737,3,0,Adulto
738,1,1,Adulto_Joven
739,3,0,Adulto_Joven
740,3,0,Adulto_Joven
741,1,1,Adulto_Joven
742,1,0,Adulto_Joven
743,1,1,Adulto_Joven
744,3,0,Adulto_Joven
745,3,1,Adulto_Joven
746,1,0,Senior
747,3,0,Adolescente
748,2,1,Adulto_Joven
749,1,0,Adolescente
750,3,0,Adulto_Joven
751,2,1,Infante
752,3,1,Infante
753,3,0,Adulto_Joven
754,3,0,Adulto_Joven
755,2,1,Adulto
756,2,1,Infante
757,3,0,Adulto_Joven
758,2,0,Adolescente
759,3,0,Adulto_Joven
760,1,1,Adulto_Joven
761,3,0,Adulto_Joven
762,3,0,Adulto
763,3,1,Adulto_Joven
764,1,1,Adulto_Joven
765,3,0,Adolescente
766,1,1,Adulto
767,1,0,Adulto_Joven
768,3,0,Adulto_Joven
769,3,0,Adulto_Joven
770,3,0,Adulto_Joven
771,3,0,Adulto_Joven
772,3,0,Adulto
773,2,0,Adulto
774,3,0,Adulto_Joven
775,2,1,Adulto
776,3,0,Adolescente
777,3,0,Adulto_Joven
778,3,1,Infante
779,3,0,Adulto_Joven
780,1,1,Adulto
781,3,1,Adolescente
782,1,1,Adolescente
783,1,0,Adulto_Joven
784,3,0,Adulto_Joven
785,3,0,Adulto_Joven
786,3,0,Adulto_Joven
787,3,1,Adolescente
788,3,0,Infante
789,3,1,Infante
790,1,0,Adulto
791,3,0,Adulto_Joven
792,2,0,Adolescente
793,3,0,Adulto_Joven
794,1,0,Adulto_Joven
795,3,0,Adulto_Joven
796,2,0,Adulto_Joven
797,1,1,Adulto
798,3,1,Adulto_Joven
799,3,0,Adulto_Joven
800,3,0,Adulto_Joven
801,2,0,Adulto_Joven
802,2,1,Adulto_Joven
803,1,1,Infante
804,3,1,Infante
805,3,1,Adulto_Joven
806,3,0,Adulto_Joven
807,1,0,Adulto_Joven
808,3,0,Adolescente
809,2,0,Adulto_Joven
810,1,1,Adulto_Joven
811,3,0,Adulto_Joven
812,3,0,Adulto_Joven
813,2,0,Adulto_Joven
814,3,0,Infante
815,3,0,Adulto_Joven
816,1,0,Adulto_Joven
817,3,0,Adulto_Joven
818,2,0,Adulto_Joven
819,3,0,Adulto
820,3,0,Infante
821,1,1,Adulto
822,3,1,Adulto_Joven
823,1,0,Adulto_Joven
824,3,1,Adulto_Joven
825,3,0,Infante
826,3,0,Adulto_Joven
827,3,0,Adulto_Joven
828,2,1,Infante
829,3,1,Adulto_Joven
830,1,1,Senior
831,3,1,Adolescente
832,2,1,Infante
833,3,0,Adulto_Joven
834,3,0,Adulto_Joven
835,3,0,Adolescente
836,1,1,Adulto_Joven
837,3,0,Adulto_Joven
838,3,0,Adulto_Joven
839,3,1,Adulto_Joven
840,1,1,Adulto_Joven
841,3,0,Adulto_Joven
842,2,0,Adolescente
843,1,1,Adulto_Joven
844,3,0,Adulto_Joven
845,3,0,Adolescente
846,3,0,Adulto
847,3,0,Adulto_Joven
848,3,0,Adulto_Joven
849,2,0,Adulto_Joven
850,1,1,Adulto_Joven
851,3,0,Infante
852,3,0,Senior
853,3,0,Infante
854,1,1,Adolescente
855,2,0,Adulto
856,3,1,Adolescente
857,1,1,Adulto
858,1,1,Adulto
859,3,1,Adulto_Joven
860,3,0,Adulto_Joven
861,3,0,Adulto
862,2,0,Adulto_Joven
863,1,1,Adulto
864,3,0,Adulto_Joven
865,2,0,Adulto_Joven
866,2,1,Adulto
867,2,1,Adulto_Joven
868,1,0,Adulto_Joven
869,3,0,Adulto_Joven
870,3,1,Infante
871,3,0,Adulto_Joven
872,1,1,Adulto
873,1,0,Adulto_Joven
874,3,0,Adulto
875,2,1,Adulto_Joven
876,3,1,Adolescente
877,3,0,Adulto_Joven
878,3,0,Adolescente
879,3,0,Adulto_Joven
880,1,1,Adulto
881,2,1,Adulto_Joven
882,3,0,Adulto_Joven
883,3,0,Adulto_Joven
884,2,0,Adulto_Joven
885,3,0,Adulto_Joven
886,3,0,Adulto_Joven
887,2,0,Adulto_Joven
888,1,1,Adolescente
889,3,0,Adulto_Joven
890,1,1,Adulto_Joven
891,3,0,Adulto_Joven
892,3,0,Adulto_Joven
893,3,0,Infante
894,1,0,Adulto
895,3,0,Infante
896,2,1,Adulto_Joven
897,2,0,Adulto
898,2,0,Adulto_Joven
899,2,0,Adulto_Joven
900,1,1,Adulto_Joven
901,1,0,Adulto
902,2,1,Adolescente
903,1,1,Adulto
904,1,1,Adulto_Joven
905,3,1,Adulto_Joven
906,1,0,Adulto
907,3,0,Adulto_Joven
908,2,1,Adulto
909,1,0,Adulto_Joven
910,1,0,Adulto
911,3,0,Adolescente
912,3,1,Infante
913,1,1,Adulto
914,2,0,Adulto_Joven
915,1,0,Adulto
916,3,0,Adolescente
917,1,0,Adulto_Joven
918,2,1,Adulto_Joven
919,1,0,Senior
920,2,0,Adulto_Joven
921,3,0,Adulto_Joven
922,2,1,Adolescente
923,3,1,Adulto_Joven
924,2,1,Adolescente
925,3,1,Infante
926,3,1,Infante
927,3,0,Adulto_Joven
928,2,0,Adulto_Joven
929,1,1,Adulto
930,3,1,Adulto
931,1,1,Adulto
932,3,1,Adulto_Joven
933,3,0,Adolescente
934,3,0,Infante
935,3,1,Adulto
936,3,1,Adulto_Joven
937,1,1,Adulto
938,1,0,Adulto
939,1,1,Adulto
940,3,0,Adulto_Joven
941,3,0,Infante
942,1,0,Adulto_Joven
943,1,1,Adulto_Joven
944,3,1,Adulto_Joven
945,2,0,Adulto_Joven
946,1,1,Infante
947,1,1,Adulto_Joven
948,3,0,Adulto
949,2,0,Adolescente
950,1,1,Adulto_Joven
951,1,0,Adulto_Joven
952,3,0,Infante
953,2,0,Infante
954,1,1,Adolescente
955,2,0,Adolescente
956,1,1,Adulto
957,1,0,Adulto
958,1,0,Senior
959,2,0,Adulto_Joven
960,2,0,Senior
961,3,0,Adulto_Joven
962,1,1,Adulto_Joven
963,1,1,Adulto
964,1,1,Adulto_Joven
965,3,0,Adulto_Joven
966,3,0,Adulto_Joven
967,3,0,Adolescente
968,1,0,Adulto
969,3,1,Adolescente
970,3,1,Adulto_Joven
971,1,1,Adulto_Joven
972,3,1,Infante
973,3,0,Adulto_Joven
974,1,1,Adulto_Joven
975,3,0,Adolescente
976,1,1,Adulto_Joven
977,1,1,Senior
978,1,0,Adulto_Joven
979,2,0,Adulto_Joven
980,1,1,Adulto_Joven
981,2,0,Adolescente
982,1,0,Adolescente
983,2,1,Adulto_Joven
984,3,0,Adulto
985,3,1,Infante
986,3,1,Adulto_Joven
987,1,1,Infante
988,3,1,Infante
989,1,0,Adulto
990,2,0,Adulto
991,2,1,Adulto_Joven
992,3,0,Adulto_Joven
993,1,0,Adulto
994,1,1,Adulto_Joven
995,2,1,Adulto_Joven
996,1,0,Adulto_Joven
997,1,1,Adulto_Joven
998,1,0,Adulto_Joven
999,1,0,Adulto_Joven
1000,1,1,Adolescente
1001,1,1,Adulto_Joven
1002,1,1,Adulto
1003,1,1,Senior
1004,1,1,Adulto_Joven
1005,1,0,Adulto_Joven
1006,1,1,Adulto
1007,2,0,Senior
1008,1,0,Adulto
1009,1,1,Adulto_Joven
1010,2,0,Adulto
1011,2,0,Adulto
1012,2,1,Adulto_Joven
1013,1,1,Adulto
1014,1,0,Infante
1015,2,1,Adulto
1016,3,0,Adulto_Joven
1017,2,1,Adulto_Joven
1018,1,0,Adulto
1019,3,1,Adulto_Joven
1020,3,0,Adulto_Joven
1021,1,1,Adulto_Joven
1022,1,0,Adulto
1023,3,0,Adulto_Joven
1024,1,1,Adulto
1025,2,1,Adulto_Joven
1026,3,0,Adulto_Joven
1027,2,0,Adulto_Joven
1028,2,1,Adulto_Joven
1029,3,0,Adulto_Joven
1030,1,1,Adulto_Joven
1031,3,0,Adulto_Joven
1032,1,1,Adulto_Joven
1033,1,0,Adulto_Joven
1034,3,0,Adolescente
1035,1,0,Adulto
